imdb_id,runtime,budget,reveune,ratings
tt1038988,78,1500000,30448000,7.4
tt0096256,94,4000000,13008928,7.3
tt0861689,121,25000000,19844979,6.6
tt0259446,95,5000000,368744044,6.5
tt0365675,120,18000000,40239,6.4
tt1080016,94,90000000,886686817,6.9
tt0162222,143,90000000,429632142,7.8
tt0829482,113,20000000,121463226,7.6
tt0102798,143,48000000,390493908,6.9
tt1055369,150,150000000,836297228,6.0
tt0144117,108,6000000,30471,7.8
tt0278488,93,12000000,31155435,6.3
tt0455960,84,10000000,25399945,5.6
tt0088993,96,3500000,34000000,7.2
tt0266465,109,36000000,44350926,6.1
tt0119081,96,60000000,26673242,6.7
tt0297181,97,70000000,33561137,5.4
tt0216216,123,82000000,96085477,5.9
tt0439662,168,5300000,22175908,7.2
tt1023111,115,20000000,41627431,6.6
tt0808279,112,15000000,7938872,6.5
tt0109686,107,16000000,247275374,7.3
tt0077975,109,2700000,141000000,7.5
tt0251160,116,36000000,102244770,7.1
tt0120891,106,170000000,222104681,4.9
tt0386588,118,70000000,368100420,6.6
tt0248667,157,107000000,87713825,6.8
tt0098627,97,6500000,30218387,6.4
tt0112857,102,27000000,16140822,6.7
tt0081573,127,54000000,190458706,6.8
tt0184894,110,55000000,56932305,6.5
tt0110357,89,45000000,788241776,8.5
tt0099422,103,47000000,103738726,6.1
tt0464049,109,4000000,13401952,6.8
tt0311113,138,150000000,212011111,7.4
tt0404032,122,19000000,144216468,6.7
tt0949731,91,60000000,163403799,5.0
tt0255589,90,50000,21075,7.0
tt0120647,120,75000000,140464664,6.2
tt0267626,138,100000000,35168966,6.7
tt0770752,112,70000000,111231041,5.7
tt0936501,93,25000000,226830568,7.8
tt0120832,98,73000000,103891409,6.0
tt0337909,108,10000000,96542059,6.9
tt0311429,110,78000000,179265204,5.8
tt0357413,94,26000000,90574188,7.2
tt0120863,170,52000000,98126565,7.6
tt0088286,90,9000000,20458340,7.2
tt0116514,86,4000000,16675000,5.2
tt0871426,99,30000000,63833449,6.0
tt0082694,95,2000000,24600832,7.6
tt0419706,105,60000000,55987321,5.2
tt0116250,134,55000000,141047179,6.3
tt0111438,99,27000000,101646581,5.9
tt1023490,110,7275000,11260366,7.3
tt0118883,135,75000000,136982834,6.7
tt0250494,96,18000000,141774679,6.2
tt0443701,104,30000000,68369434,5.9
tt0112642,100,50000000,287928194,6.1
tt0116136,103,57000000,115267375,6.5
tt0312329,106,39000000,6614280,5.3
tt0209958,107,33000000,104155843,6.3
tt0113497,104,65000000,262797249,7.0
tt0105690,103,35000000,156563139,6.5
tt0200465,112,20000000,64822796,7.2
tt0375173,103,60000000,13395939,6.2
tt0111143,108,25000000,48063435,6.1
tt0093777,101,3000000,14182492,6.7
tt0120207,97,16000000,1686429,2.8
tt0091326,113,113,115103979,6.0
tt0242423,83,13000000,73180723,5.5
tt0119664,117,55000000,31987563,5.5
tt0199753,106,80000000,33463969,5.7
tt0170016,104,123000000,345141403,6.1
tt0105793,94,20000000,121697323,7.0
tt0119738,105,38000000,299288605,6.3
tt1185616,90,2000000,11125849,8.0
tt0493464,110,75000000,258270008,6.7
tt0098084,103,11500000,57469467,6.6
tt0149261,105,60000000,73648228,5.8
tt1129445,111,40000000,19258519,5.8
tt0120587,83,60000000,171757863,6.5
tt0356634,80,50000000,200804534,5.0
tt0263488,90,10000000,59217789,6.2
tt0486674,104,25000000,6673422,5.6
tt1045772,98,13000000,10652035,6.6
tt0448157,92,150000000,624029371,6.4
tt0172156,147,130000000,273339556,6.6
tt0112740,116,53000000,157387195,7.3
tt1099212,122,37000000,392616625,5.2
tt0478304,139,32000000,54674226,6.8
tt0357507,89,20000000,67192859,4.2
tt0129280,90,75000000,29000000,5.5
tt0046534,85,2000000,4,7.1
tt0419946,92,20000000,22165608,4.7
tt0391304,107,30000000,42886719,6.6
tt0398712,109,30000000,35294470,6.3
tt0427954,108,6000000,27165581,7.1
tt0109635,123,55000000,214015089,6.1
tt0489281,113,25000000,11207130,6.4
tt0436331,88,6500000,13368437,5.8
tt0398017,108,22000000,57479076,6.6
tt0093177,94,1000000,14564027,7.0
tt0425123,95,58000000,102854431,6.7
tt0140352,157,90000000,60289912,7.8
tt0382628,105,30000000,25473093,5.6
tt0322802,87,5000000,64282312,6.6
tt0095631,126,30000000,38413606,7.5
tt0133240,95,140000000,109578115,7.2
tt0304669,104,65000000,172855065,5.6
tt0166813,83,80000000,122563539,7.1
tt0106941,94,30000000,11146270,6.2
tt1033643,99,35000000,170000000,6.1
tt0406759,98,12000000,56309766,5.4
tt0142342,93,34200000,234801895,6.4
tt0397313,120,40000000,120455994,7.3
tt0084021,115,13200000,15171476,4.4
tt0408839,116,60000000,127766650,5.8
tt0280380,106,30000000,6916869,6.2
tt0070666,129,3000000,29800000,7.7
tt0402901,97,30000000,15007991,5.1
tt0375154,125,31000000,28000000,6.8
tt0398913,87,21000000,480314,4.8
tt0111400,102,50000000,16478900,5.5
tt0066011,99,2200000,136400000,6.9
tt0114614,98,25000000,6600000,5.3
tt0113820,92,15000000,66000000,5.2
tt0113677,89,500000,1148752,7.5
tt0430304,98,64000000,101595121,4.4
tt0389557,145,21000000,26193068,7.7
tt0097481,116,30000000,60864870,6.1
tt0112346,106,62000000,107879496,6.8
tt0114576,106,35000000,64350171,5.8
tt0240510,132,35000000,29882645,6.5
tt0117002,104,47000000,12379402,5.8
tt0115963,101,15000000,24769466,6.3
tt0114367,108,20000000,5781885,6.4
tt0117420,95,30000000,57400547,5.6
tt0115759,108,50000000,150270147,6.0
tt0107144,86,25000000,133752825,6.6
tt0257076,117,80000000,116643346,6.0
tt0107156,109,1000000,6933459,7.7
tt0114011,100,12000000,27400000,6.8
tt0300532,104,25000000,51842679,5.6
tt0116213,115,100000000,242295562,6.1
tt0393109,110,475000,3919254,7.3
tt0114857,106,30000000,24048000,5.6
tt0107034,87,17000000,44456478,6.4
tt0112281,90,30000000,212385533,6.4
tt0133751,104,15000000,40283321,6.5
tt0070735,129,5500000,159616327,8.3
tt0116705,89,60000000,129832389,5.6
tt0280665,114,35000000,16838910,6.2
tt0090329,113,12000000,68706993,7.4
tt0215129,93,16000000,119754278,6.4
tt0414982,93,25000000,117719158,5.8
tt0056197,178,10000000,50100000,7.8
tt0231402,92,21150000,39438674,4.8
tt0398165,113,82000000,190320568,6.4
tt0102070,100,65000000,17218080,5.8
tt0455967,87,18000000,41009669,5.7
tt0117333,123,32000000,152036382,6.4
tt0385880,91,75000000,140175006,6.6
tt0115736,108,4500000,7011317,7.3
tt0116654,96,40000000,49627779,4.5
tt0465142,107,17000000,7314027,5.4
tt0113855,101,18000000,122195920,5.8
tt0408790,98,55000000,223387299,6.3
tt0102266,105,29000000,59509925,7.0
tt0118661,89,60000000,48585416,3.8
tt0061852,78,4000000,205843612,7.6
tt0088011,106,10000000,86572238,6.9
tt0117218,95,54000000,128769345,5.6
tt0109444,141,62000000,215887717,6.9
tt0116830,101,67000000,47267001,6.4
tt0277296,92,60000000,165333180,5.5
tt0388482,87,32000000,85167639,6.3
tt0087928,96,4500000,146198896,6.7
tt0389860,107,82500000,237681299,6.4
tt0089218,114,19000000,61503218,7.8
tt0298814,136,60000000,74208267,5.5
tt0120746,136,95000000,250288523,6.7
tt0113540,91,1500000,7412216,7.1
tt0086200,98,6200000,63541777,6.8
tt0114508,108,35000000,113000000,5.8
tt0106582,112,70000000,255000211,6.4
tt0356150,93,25000000,20796847,6.6
tt0457510,92,32000000,80197993,5.7
tt0097523,93,32000000,222724172,6.3
tt0089530,107,12305523,36230219,6.3
tt0265459,96,12000000,52223306,6.8
tt0309593,90,26000000,90426405,6.2
tt0118615,89,45000000,136885767,4.8
tt0104691,112,40000000,75505856,7.7
tt0100814,96,11000000,48572000,7.1
tt1181614,129,8000000,100915,6.0
tt0119008,127,35000000,41954997,7.7
tt0104815,81,220000,2040920,6.9
tt0390521,100,65000,28575078,7.2
tt0324216,98,9500000,107071655,6.2
tt0104070,104,55000000,149022650,6.6
tt0091042,103,6000000,70136369,7.8
tt0364970,101,70000000,72108608,5.6
tt0112571,115,21000000,23450000,6.5
tt0164052,112,95000000,190213455,5.8
tt0335438,101,60000000,170268750,6.1
tt0107206,128,40000000,176997168,7.2
tt0082198,129,20000000,79114085,6.9
tt0427944,92,6500000,24793509,7.6
tt0386741,105,18000000,1831348,6.7
tt0116695,139,50000000,273552592,7.3
tt0384369,117,4500000,3764219,7.4
tt0094602,99,7500000,18869631,6.0
tt0251075,101,80000000,98376292,6.1
tt0196229,89,28000000,60780981,6.5
tt0100029,105,6000000,24078196,6.2
tt0117603,118,9000000,41590886,6.9
tt0119951,109,28000000,41230799,6.9
tt0118604,105,22000000,26570463,5.1
tt0423294,85,85000000,149044513,6.7
tt0119223,111,25000000,55494066,6.9
tt0119896,105,19000000,44332015,5.5
tt0120483,97,20000000,13801755,6.7
tt0119038,80,12500000,78599508,7.7
tt0120633,115,70000000,56702901,6.6
tt0120458,99,75000000,14010690,5.0
tt0134619,84,15000000,17507368,5.6
tt0120157,99,75000000,14567883,6.0
tt0091064,96,15000000,60629159,7.5
tt0119164,91,3500000,257850122,7.2
tt0265666,110,21000000,71441250,7.6
tt0120770,81,17000000,30331165,6.3
tt0139239,98,6500000,28451622,7.2
tt0117826,87,15000000,5600000,5.4
tt0119468,115,27000000,60527873,6.6
tt0082158,123,5500000,58972904,7.2
tt0118617,94,53000000,139804348,7.1
tt0120595,92,90000000,69131860,5.7
tt0120609,91,13000000,27007143,6.1
tt0118798,108,30000000,29202884,6.8
tt0080491,156,17500000,23438120,5.3
tt0120631,121,26000000,65705772,7.0
tt0142192,110,25000000,15156200,6.1
tt0118956,106,45000000,11203026,6.1
tt0066580,225,600000,34505110,8.2
tt0070034,99,850000,90000000,7.7
tt0068935,100,130000,85000000,7.3
tt0118789,110,1500000,2375097,7.5
tt0126250,118,10000000,10920544,6.8
tt0124718,136,25000000,21567853,6.9
tt0373074,99,20000000,100914445,7.7
tt0305357,106,120000000,259175788,4.9
tt0364725,92,20000000,167722310,6.7
tt0105323,157,31000000,134095253,8.0
tt0183790,132,65000000,117487473,6.9
tt0349683,126,120000000,203567857,6.3
tt0107688,76,18000000,75634409,8.0
tt0287978,103,78000000,179179718,5.3
tt0145681,118,73000000,151493655,6.7
tt0113492,96,90000000,113493481,5.6
tt0274166,88,40000000,160583018,6.2
tt0120623,95,120000000,363258859,7.2
tt0287717,100,38000000,119723358,5.1
tt0128853,119,65000000,250821495,6.6
tt0120693,82,8000000,17460020,6.7
tt0096320,107,15000000,216614388,6.0
tt0097778,93,7500000,296000000,5.9
tt0109506,102,15000000,94000000,7.6
tt0441773,90,130000000,631744560,7.5
tt0104348,100,12500000,10725228,7.8
tt0305224,106,75000000,195745823,6.2
tt0328107,146,70000000,130293714,7.7
tt0365485,96,10000000,17297244,6.7
tt0107554,97,3500000,27900000,7.5
tt0396269,119,40000000,285176741,6.9
tt0103919,99,6000000,25792310,6.6
tt0449089,99,50000000,87528173,5.5
tt0086393,125,39000000,75850624,5.0
tt0195714,98,23000000,53302314,6.7
tt0289765,124,78000000,209196298,7.2
tt0122933,103,80000000,176885658,6.7
tt0081455,103,4100000,14225876,6.8
tt0094964,115,13000000,8038508,7.3
tt0300051,102,35000000,36098382,6.2
tt0091209,97,6000000,5844868,7.3
tt0473075,116,150000000,335154643,6.6
tt0295254,101,40000000,18902015,3.4
tt0098987,104,49000000,20423389,6.5
tt0086197,193,27000000,21500000,7.8
tt0070047,122,8000000,441306145,8.0
tt0099365,96,16000000,48878502,6.4
tt0285462,94,20000000,8586376,4.9
tt0099939,103,1000000,2554476,7.0
tt0107808,138,30000000,135130999,7.6
tt0114887,103,20000000,50012507,6.7
tt0300556,116,80000000,19480739,5.6
tt0146838,163,55000000,100230832,6.9
tt0116277,116,55000000,18626419,5.9
tt0314353,121,70000000,85632458,6.6
tt0099739,96,10000000,47410000,5.8
tt0078869,98,20000000,35841901,6.0
tt0106677,102,6900000,7993039,7.6
tt0309377,110,50000000,26199517,6.4
tt0119137,93,80000000,177977226,5.3
tt0084805,116,21000000,177200000,7.4
tt0295289,101,20000000,17432163,5.6
tt0077369,110,12000000,22765081,6.4
tt0099165,125,47000000,15691192,5.6
tt0107362,130,85000000,137298489,6.4
tt0101764,110,15000000,30102717,5.6
tt0102059,84,26000000,181096164,6.8
tt0112431,89,30000000,254134910,6.7
tt0094761,95,19000000,8247943,6.5
tt0208003,98,30000000,173959438,5.1
tt0094898,116,39000000,288752301,7.0
tt0095963,104,29000000,34994648,6.1
tt0105414,107,16000000,48017402,6.4
tt0293416,108,14500000,95789342,7.2
tt0108255,104,48000000,20915465,4.0
tt0087078,103,18000000,100000000,5.9
tt0116483,92,12000000,41205099,7.0
tt0463985,104,85000000,158468292,6.0
tt0304711,102,35000000,11560806,5.2
tt0098439,104,55000000,63408614,6.4
tt0118928,108,116000000,178127760,5.9
tt0338337,119,60000000,96269812,6.3
tt0368709,123,57000000,52034889,6.4
tt0110725,102,50000000,49000000,4.6
tt0089893,89,17900000,6948633,5.1
tt0120768,140,50000000,44547681,7.3
tt0267913,88,84000000,275650703,5.0
tt0079714,89,300000,11988469,6.8
tt0452598,94,60000000,129181830,5.5
tt0288477,91,35000000,68349884,5.5
tt0088206,124,35000000,14296438,4.4
tt0317740,110,60000000,176070171,7.0
tt0454945,105,20000000,33889159,6.3
tt0454082,84,9000000,21510851,4.6
tt0079501,93,400000,100000000,6.9
tt0286244,80,8000000,1477676,7.8
tt0088172,115,22000000,28744356,7.0
tt0454824,140,60000000,17800000,6.5
tt0097441,122,18000000,26828365,7.8
tt0366627,103,29000000,21126225,7.1
tt0218553,92,6000000,18686644,5.9
tt0090555,97,5000000,328203506,6.6
tt0420609,110,13000000,1151330,7.0
tt0375063,126,16000000,109502303,7.5
tt0387877,121,50000000,49111202,5.6
tt0187078,118,90000000,237202299,6.5
tt0454919,90,38000000,29907685,4.8
tt0280760,97,9000000,4777465,6.9
tt0444653,103,169000,18564702,6.8
tt0112401,132,50000000,30303072,6.3
tt0206634,109,76000000,69959751,7.9
tt0452637,110,75000000,42285169,5.5
tt0343996,144,9600000,4386236,6.6
tt0395972,126,35000000,25224242,7.3
tt0462396,102,67000000,25303038,5.4
tt0244244,99,102000000,147080413,6.5
tt0450345,102,40000000,38755073,3.7
tt0119303,102,32000000,79082515,4.4
tt0415306,116,72500000,162966177,6.6
tt0374536,102,85000000,131426169,4.8
tt0082418,87,1250000,21722776,6.1
tt0401445,118,35000000,42064105,7.0
tt0083972,95,4000000,36690067,5.7
tt0089173,92,2200000,21930418,4.8
tt0112442,118,19000000,141407024,6.9
tt0120667,106,100000000,330579719,5.7
tt0106697,115,57000000,159055768,6.7
tt0212985,131,87000000,351692268,6.8
tt0217869,106,75000000,248118121,7.3
tt0119485,134,28000000,5684789,7.0
tt0408345,105,45000000,82800000,5.8
tt0477051,101,60000000,95673607,4.0
tt0337921,94,25000000,56422687,6.5
tt0799949,86,20000000,86865564,2.4
tt0462590,104,12000000,114194847,6.5
tt0380389,118,30000000,27610873,6.7
tt0421206,125,30000000,41480851,6.9
tt0452594,106,52000000,204999686,5.8
tt0099329,85,11000000,8266343,6.5
tt0119558,137,62000000,1060056,6.9
tt0119592,114,50000000,10541523,6.3
tt0118571,124,85000000,315156409,6.5
tt0377107,100,20000000,7535331,6.7
tt0240890,90,28000000,77516304,6.9
tt0403508,119,25000000,39053061,6.5
tt0165710,95,6500000,4217115,6.9
tt0435670,102,30000000,26810113,6.2
tt0355702,107,25000000,13411957,7.1
tt0384793,93,23000000,38505009,6.4
tt0846040,108,5000000,6463286,7.1
tt0454841,107,15000000,69623713,6.4
tt0424993,103,12000000,38368909,5.5
tt0120660,132,90000000,250649836,7.3
tt0232500,106,38000000,207283925,6.8
tt0107818,125,26000000,206678440,7.7
tt0317198,108,50000000,40203020,6.0
tt0117500,136,75000000,335062621,7.4
tt0114898,135,175000000,264218220,6.2
tt0349047,87,9000000,76341401,5.4
tt0317705,115,92000000,631442092,8.0
tt0454987,84,4000000,4630045,6.0
tt0414951,96,900000,381420,6.3
tt0206275,112,13000000,91038276,6.2
tt0119707,95,30000000,51376861,3.7
tt0132347,121,68000000,29762011,6.1
tt0139414,82,27000000,56870414,5.7
tt0117331,100,45000000,17300889,4.9
tt0450340,98,3700000,3338228,6.5
tt0475276,111,15000000,76286096,7.5
tt0293508,143,70000000,154648887,7.3
tt0120741,84,10000000,19000000,5.6
tt0366548,108,100000000,384335608,6.4
tt0120794,99,70000000,218613188,7.1
tt0089421,100,12500000,238227,5.3
tt0462519,100,20000000,17807569,5.9
tt0120777,105,5000000,5879254,6.3
tt0120764,94,65000000,36850101,5.0
tt0105112,117,45000000,178051587,6.9
tt0800039,111,30000000,105173115,7.1
tt0089114,109,25000000,9873044,6.6
tt0146336,99,14000000,72527595,5.6
tt0117765,115,50000000,113309743,4.5
tt0247638,115,37000000,165335153,6.3
tt0133952,116,70000000,116672912,6.4
tt0233469,108,85000000,78382433,5.5
tt0416315,99,1000000,27762648,6.2
tt0113481,97,25000000,19075720,5.7
tt0256380,114,40000000,141069860,5.9
tt0327162,93,90000000,102000000,5.3
tt0115798,96,47000000,102825796,6.1
tt0483726,115,20000000,41237648,6.2
tt0250687,112,48000000,85498534,6.4
tt0395251,134,45000000,38058335,6.3
tt0295700,84,12600000,28650575,6.1
tt0462338,116,25000000,11772461,6.7
tt0405469,94,80000000,37384046,5.3
tt0429589,88,50000000,55181129,5.8
tt0414853,90,51000000,72779000,5.5
tt0417217,122,35000000,30526509,6.3
tt0397101,104,43000000,91974818,6.5
tt0251127,116,50000000,177371441,6.4
tt0370032,87,30000000,31070211,4.4
tt0119925,177,80000000,17626234,6.1
tt0421054,127,50000000,22944502,5.9
tt0358082,91,75000000,260696994,6.3
tt0289848,96,60000000,55003135,5.9
tt0090966,103,14000000,62134225,6.2
tt0097815,107,11000000,49797148,7.2
tt0107798,141,45000000,195268056,6.6
tt0146675,121,100000000,211989043,5.8
tt0357277,97,43000000,56681566,4.7
tt0462504,126,10000000,7177143,7.3
tt0475944,97,20000000,37597471,5.3
tt0425601,95,5000000,3833507,7.2
tt0349467,113,37665000,14655628,5.1
tt0279113,93,8000000,16856124,6.4
tt0477071,96,20000000,84146832,5.9
tt0425430,90,16000000,1109660,5.4
tt0381971,86,50000000,69834815,6.5
tt0457495,93,40000000,23937870,5.1
tt0091499,97,10000000,7433663,5.5
tt0384642,95,45000000,56070433,5.6
tt0371606,81,150000000,314432665,5.7
tt0413895,97,85000000,144000000,6.3
tt0486551,110,17500000,19179969,6.3
tt0218817,108,30000000,17833000,6.1
tt0344854,94,86000000,107944236,6.0
tt0091149,74,14000000,38625550,7.2
tt0120053,116,68000000,118063304,6.2
tt0257516,97,35000000,19294901,5.0
tt0091738,103,18000000,41382841,6.3
tt0089686,87,3000000,29999213,5.5
tt0091187,130,15000000,42724017,6.9
tt0228333,98,28000000,14010832,4.9
tt0092240,93,2700000,3500000,6.0
tt0093493,89,6000000,42721196,5.9
tt0101414,84,25000000,377350553,8.0
tt0093936,111,12000000,110996879,6.5
tt0395699,95,56000000,113006880,5.6
tt0092925,106,20000000,66673516,6.0
tt1078588,109,30000000,95714875,7.4
tt0397078,103,28000000,38159905,5.4
tt0342258,103,45000000,50871113,7.0
tt0322589,94,18000000,62646763,5.3
tt0124198,100,30000000,9898412,6.4
tt0452625,101,25000000,59192128,5.6
tt0414852,84,12000000,9584131,7.2
tt0151137,148,60000000,66976317,6.4
tt0382992,121,135000000,76932943,5.1
tt0259288,104,60000000,52322400,6.1
tt0455857,87,15000000,66966987,5.1
tt0227538,88,35000000,147934180,5.4
tt0108333,105,30000000,53898845,6.4
tt0430308,117,40000000,46442528,5.3
tt0116225,97,50000000,42277365,5.7
tt0384806,90,19000000,108047131,6.0
tt0397065,113,40000000,68766121,5.3
tt0393735,98,50000000,61112916,4.4
tt0091635,117,17000000,6735922,6.0
tt0441796,100,9000000,27105095,5.1
tt0093629,96,5000000,44793222,6.6
tt0466342,83,20000000,48548426,2.8
tt0318081,110,80000000,5989640,4.2
tt0093640,114,15000000,35509515,7.1
tt0499554,84,10000000,20342161,5.9
tt0384286,90,1000000,10047674,5.8
tt0433442,85,15000000,11992014,4.7
tt0337563,98,37000000,96455697,6.1
tt0012349,68,250000,2500000,8.3
tt0065421,78,4000000,55675257,7.1
tt0094612,96,7000000,20256975,5.4
tt0094894,120,6000000,46616067,6.7
tt0094919,86,4500000,3813293,5.5
tt0095742,99,7000000,72500000,5.7
tt0096219,110,4000000,3468572,7.3
tt0097138,86,500000,10166459,5.1
tt0098206,114,15000000,30050028,6.6
tt0091129,94,25000000,79817939,6.0
tt0164912,84,133000000,300135367,5.9
tt1228705,124,200000000,623933331,7.0
tt1013753,128,20000000,54586584,7.5
tt0980970,113,155000000,415686217,6.3
tt0097027,113,22500000,18671317,7.1
tt0097757,83,40000000,222300000,7.6
tt0356618,91,42000000,117575636,5.8
tt0307987,91,23000000,76488889,7.0
tt0114478,112,7000000,8349430,7.4
tt0329028,85,19000000,39267515,3.4
tt0120184,134,75000000,13100000,6.1
tt0120399,125,19000000,6682098,6.8
tt0082517,92,11000000,31672907,6.9
tt0327850,104,85000000,80916492,6.7
tt0097981,89,8000000,22168359,5.1
tt0097937,103,645180,14743391,7.9
tt0104692,108,10000000,32101000,5.4
tt0100114,94,12000000,46044400,6.0
tt0102370,119,4,29,6.4
tt0046816,124,2000000,21750000,7.7
tt1001508,129,40000000,177259441,6.4
tt0805570,98,15000000,3533227,6.1
tt1031969,102,15000000,8762890,6.2
tt1027862,120,21000000,17600000,6.1
tt1018785,117,27000000,44352417,6.2
tt0910936,111,27000000,101624843,7.0
tt0892769,98,165000000,494878759,8.1
tt0892791,93,165000000,752600867,6.3
tt0435761,103,200000000,1066969703,8.3
tt0800369,115,150000000,449326618,7.0
tt0938283,103,150000000,318502923,4.1
tt0875034,112,80000000,53825515,5.8
tt0780521,97,105000000,267045765,7.1
tt0420238,93,60000000,50877145,6.1
tt0970416,104,80000000,233093859,5.5
tt1068680,104,70000000,225990978,6.8
tt0960731,99,80000000,212874442,6.0
tt0327437,120,110000000,72178895,5.9
tt0103893,86,7000000,16624456,5.6
tt0139462,131,80000000,118880016,6.2
tt0158811,87,24000000,16290976,6.3
tt0120148,99,6000000,58000000,6.7
tt0120841,93,35000000,19165560,4.4
tt0120255,112,5000000,3263585,7.5
tt0117802,94,200000,4505922,7.2
tt0128442,121,12000000,22921898,7.3
tt0097659,97,1500000,14697005,6.4
tt0091080,86,3000000,19472057,6.0
tt0190641,75,30000000,163644662,6.2
tt0281358,101,11000000,41227069,7.4
tt0084522,94,4000000,125728258,6.2
tt0102803,108,42000000,62000000,6.4
tt0372873,90,70000000,53587404,3.5
tt0401815,98,4750000,206871,5.1
tt0086619,132,12000000,30400000,6.5
tt0103241,100,35000000,63710000,7.0
tt0095179,88,2800000,19170001,5.3
tt0097388,100,5000000,14000000,4.6
tt0107254,87,3000000,15938065,4.3
tt0457572,91,8000000,426224,6.7
tt0452702,80,19000000,35300645,6.2
tt0089370,106,25000000,96773200,6.1
tt0095889,98,10500000,14144000,4.7
tt0145531,103,29000000,50041732,6.2
tt0129290,115,50000000,202292902,6.8
tt1234548,93,24000000,68729358,6.2
tt0160862,95,10000000,103166989,5.9
tt0432283,87,40000000,46471023,7.8
tt1124035,101,12500000,75993061,7.1
tt1018765,108,28000000,7002261,6.1
tt0377109,110,50000000,161451538,5.4
tt0082186,118,15000000,41092328,6.9
tt0333780,95,45000000,124914842,4.8
tt0112715,109,50000000,152022101,5.2
tt0322330,97,26000000,110230332,6.1
tt0063350,96,114000,30000000,7.9
tt0102713,132,30000000,74787599,6.7
tt0120177,96,40000000,87840042,5.3
tt0101516,134,30000000,49114016,6.8
tt0059797,138,5600000,29950000,7.0
tt0049513,116,4500000,10400000,7.3
tt0133046,96,13000000,8946237,5.3
tt0097637,101,17000000,78247647,6.0
tt0106664,122,15000000,10611160,6.0
tt0120524,90,5000000,15738769,5.8
tt1007028,102,24000000,42105111,6.5
tt1103275,110,12000000,3148182,7.0
tt0065528,121,18000000,24911670,7.2
tt0176269,82,45000000,10667893,4.2
tt0120857,117,12000000,21001563,6.9
tt0119142,115,35000000,31611225,5.8
tt0160184,96,55000000,6416302,5.3
tt0104952,120,11000000,64088552,7.6
tt0101775,103,6788000,13878334,5.9
tt0134983,91,90000000,14828081,4.9
tt0162983,94,40000000,36037909,4.9
tt0129167,86,70000000,23159305,8.0
tt0165854,89,10000000,3193102,7.0
tt0145653,145,25,13,7.3
tt0150377,105,70000000,177841558,6.5
tt0174856,146,50000000,73956241,7.6
tt0205000,88,17000000,65535067,5.7
tt0105151,124,8000000,21706101,7.5
tt0105488,94,3000000,33946224,7.1
tt0104868,101,10000000,50752337,6.5
tt0106770,120,14000000,63513743,7.0
tt0104549,124,20000000,11390479,6.3
tt0473188,97,22000000,413454,5.9
tt0293815,85,20000000,33526835,5.8
tt0105226,98,8000000,2000000,7.0
tt0113243,107,20000000,7563728,6.2
tt0499556,103,25000000,40452643,6.2
tt0106226,139,34000000,32255440,7.2
tt0106375,89,15000000,118243066,4.9
tt0107120,96,28000000,39514713,6.8
tt0107507,104,13500000,11285588,7.4
tt0108174,93,20000000,11585483,6.4
tt0110944,107,20000000,305070,6.4
tt0208988,102,63600000,19412993,5.2
tt0091541,91,10000000,54999651,6.4
tt0195945,98,11000000,59827328,6.1
tt0410097,116,8000000,22201636,7.3
tt0132245,116,94000000,54744738,4.6
tt0117918,135,45000000,53854588,6.3
tt0160797,128,60000000,71000000,6.4
tt0211181,100,85000000,183611771,4.9
tt0452608,105,45000000,73762516,6.4
tt0410377,96,37000000,100076342,6.0
tt0085382,91,5000000,21200000,6.1
tt0157503,98,10000000,10571408,6.6
tt0097162,96,10000000,7825000,6.8
tt0104779,139,5000000,1862805,7.2
tt0138749,89,95000000,76432727,6.9
tt0066769,131,6500000,12376563,7.2
tt0074860,125,6500000,21709020,7.5
tt0496328,87,1000000,18479,5.5
tt0901476,89,30000000,114663461,5.5
tt1175491,131,25100000,29506464,6.3
tt0479952,89,150000000,603900354,6.6
tt0988045,128,90000000,524028679,7.6
tt0462465,115,50000000,7033683,6.2
tt0114148,81,55000000,346079773,6.7
tt0114345,135,50000000,10382407,5.3
tt0118158,129,38000000,10300000,6.6
tt0101761,140,38000000,34416893,7.2
tt0105104,84,15000000,44065653,5.9
tt0116683,79,38000000,28921264,6.7
tt0082869,112,16000000,17374595,6.6
tt0116583,91,100000000,100138851,6.9
tt0115986,84,13000000,17917287,4.7
tt0115571,115,25000000,14048372,6.3
tt0308208,91,70000000,19924033,3.7
tt0307453,90,75000000,367275019,6.0
tt0166175,97,3800000,28200000,6.9
tt0186151,118,31000000,68106245,7.3
tt0210616,115,18000000,17200925,6.7
tt0164212,110,25000000,260562,6.5
tt0198021,120,15000000,33771174,6.8
tt0130623,82,127500000,354248063,6.5
tt0204175,94,16000000,20627372,5.4
tt0086154,113,5000000,34725000,6.5
tt0219653,99,28000000,33000337,4.8
tt0094862,87,9000000,44196684,6.6
tt0116409,109,50000000,75000000,6.8
tt0367479,97,60000000,61347797,6.3
tt0277434,138,75000000,114660784,7.1
tt0265208,108,25000000,30411183,6.7
tt0251114,125,70000000,32287044,6.3
tt0255477,108,40000000,41323171,4.3
tt0316396,113,100000000,121975011,6.8
tt0303714,102,12000000,75781642,6.3
tt0117786,113,12716953,18814720,6.2
tt0306685,101,25000000,56489558,5.8
tt0377092,97,17000000,129042871,7.0
tt0083169,126,14000000,35856053,6.8
tt0312549,98,17000000,1569918,6.9
tt0269347,94,55000000,34234008,6.1
tt0061811,109,2000000,27379978,8.0
tt0113118,91,3500000,28215918,7.3
