imdb_id,runtime,budget,Animation,Action,Adventure,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Science Fiction,Romance,Thriller,Western,War,won_oscars,nominated_oscars,other_awards_won,other_awards_nominated,director_won_oscar,director_nominated_oscar,director_other_awards_won,director_other_awards_nominated,movie rating
tt0365376,115,110,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,28,22,0,0,33,22,7
tt0361862,101,5000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,119,217,0,0,6,12,8
tt0446750,135,7500000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,40,75,0,0,27,31,6
tt1000774,145,65000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,119,225,0,0,5,22,6
tt0465538,119,25000000,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,6,3,285,592,0,2,3,40,7
tt0062979,105,4000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6,6
tt0114388,136,16500000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,2,220,445,2,0,102,99,8
tt0100140,110,31000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,104,168,0,0,2,6,7
tt0808357,156,15000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,89,137,2,0,102,99,8
tt0289889,97,15000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,90,138,0,0,13,8,6
tt0068361,101,800000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,39,0,2,39,38,8
tt0913354,88,20000000,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,65,126,0,0,10,5,6
tt0350028,119,50000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5,228,318,0,0,13,9,6
tt0111183,130,12000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,26,24,0,0,41,29,6
tt0300902,96,8000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,4
tt0286947,95,7000000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,89,175,0,0,0,0,6
tt0164184,124,68000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,78,114,0,1,11,10,6
tt0772181,120,8000000,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,62,62,0,0,7,4,6
tt0465436,105,4000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,35,81,0,0,2,0,6
tt0425112,121,12000000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,122,0,0,13,35,8
tt0406816,139,70000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,86,140,0,0,1,3,7
tt0382765,123,15000000,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,67,147,0,0,17,8,6
tt0445922,133,45000000,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,31,47,0,1,5,15,7
tt0310775,121,4000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,70,89,0,0,64,58,8
tt0068226,103,2500000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,8,50,50,0,0,6,15,6
tt0071385,91,2000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,38,69,0,2,17,15,6
tt0072665,118,6000000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,54,75,0,2,17,15,5
tt0106452,87,13000000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,68,81,0,0,21,32,6
tt0405336,144,17000000,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,10,19,0,0,8,9,5
tt0058135,89,1350000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,7
tt0073858,106,1000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,18,0,0,78,48,7
tt0452623,113,19000000,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,6,223,253,2,0,71,109,8
tt0074991,98,1400000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,3,51,65,0,0,13,28,7
tt0795493,108,13000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,99,222,4,0,138,219,7
tt0163187,116,70000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,109,204,0,0,13,9,6
tt0056923,113,4000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4,2,57,87,0,0,13,11,8
tt0053108,125,3480000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,85,45,0,1,5,13,6
tt0048260,103,2692960,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,10,8,1,0,19,31,6
tt0104265,117,32000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2,94,156,0,0,0,0,6
tt0119395,124,60000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,159,226,0,0,3,5,6
tt0048140,150,5500000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,2,82,79,4,0,17,27,7
tt0366900,115,16000000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,73,66,0,0,3,3,6
tt0375912,105,6500000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,107,232,0,0,5,18,7
tt0427392,99,80000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,145,299,0,0,18,3,6
